Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Icono,Formato
Cine,cine,62e2e73d0c1b97b16d0a4b13,653ad723e882f528b3420269,6508050375ab5411bde6dc75,false,false,Mon Sep 18 2023 08:06:27 GMT+0000 (Coordinated Universal Time),Mon Sep 18 2023 08:23:44 GMT+0000 (Coordinated Universal Time),Mon Sep 18 2023 08:28:34 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62e2e71beda91e786542f0de/650804ff5ef7c50dbc5c51b2_cine.svg,1
Eventos,eventos,62e2e73d0c1b97b16d0a4b13,653ad723e882f528b3420269,650809342dd7a8c55734039e,false,false,Mon Sep 18 2023 08:24:20 GMT+0000 (Coordinated Universal Time),Mon Sep 18 2023 08:39:31 GMT+0000 (Coordinated Universal Time),Mon Sep 18 2023 09:13:01 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62e2e71beda91e786542f0de/65080cbf84e0f179bbff19b0_calendario.svg,6
Foto,foto,62e2e73d0c1b97b16d0a4b13,653ad723e882f528b3420269,6508050b630b0f9809695ab3,false,false,Mon Sep 18 2023 08:06:35 GMT+0000 (Coordinated Universal Time),Mon Sep 18 2023 08:23:39 GMT+0000 (Coordinated Universal Time),Mon Sep 18 2023 08:28:34 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62e2e71beda91e786542f0de/650805098bf33f7b63f1da1e_foto.svg,3
Música,musica,62e2e73d0c1b97b16d0a4b13,653ad723e882f528b3420269,66269323b1280d926b294d70,false,false,Mon Apr 22 2024 16:41:07 GMT+0000 (Coordinated Universal Time),Mon Apr 22 2024 16:41:07 GMT+0000 (Coordinated Universal Time),Mon Apr 22 2024 17:05:11 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62e2e71beda91e786542f0de/6626931851ed9a6a4f7d1d05_Vector%203.png,8
Podcast,podcast,62e2e73d0c1b97b16d0a4b13,653ad723e882f528b3420269,650804f9ffa8a438cc2a9904,false,false,Mon Sep 18 2023 08:06:17 GMT+0000 (Coordinated Universal Time),Mon Sep 18 2023 08:23:49 GMT+0000 (Coordinated Universal Time),Mon Sep 18 2023 08:28:34 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62e2e71beda91e786542f0de/650804f65fec0efcb9eff929_podcast.svg,2
Software,software,62e2e73d0c1b97b16d0a4b13,653ad723e882f528b3420269,654abafd226195e1b71b99ed,false,false,Tue Nov 07 2023 22:32:29 GMT+0000 (Coordinated Universal Time),Tue Nov 07 2023 22:35:37 GMT+0000 (Coordinated Universal Time),Tue Nov 07 2023 22:37:31 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62e2e71beda91e786542f0de/654abbb7c0582165dae5482f_Group%20142software%20(1).png,7
Texto,texto,62e2e73d0c1b97b16d0a4b13,653ad723e882f528b3420269,650809422b33ac9a3fa06875,false,false,Mon Sep 18 2023 08:24:34 GMT+0000 (Coordinated Universal Time),Mon Sep 18 2023 08:39:58 GMT+0000 (Coordinated Universal Time),Mon Sep 18 2023 09:13:01 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62e2e71beda91e786542f0de/65080cddb8b0fe708c0139e3_texxt.svg,4
VR,vr,62e2e73d0c1b97b16d0a4b13,653ad723e882f528b3420269,62e2e753c73abdb500c90391,false,false,Thu Jul 28 2022 19:45:23 GMT+0000 (Coordinated Universal Time),Mon Sep 18 2023 08:23:55 GMT+0000 (Coordinated Universal Time),Mon Sep 18 2023 08:28:34 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62e2e71beda91e786542f0de/6507ecb20404e9aa0e0ff79f_Group%20112.svg,5
